trxn_amt,qty,cust_age,fraudulent,acct_age_days,trxn_hour,year,month,day,pmt_method_PayPal,pmt_method_bank transfer,pmt_method_credit card,pmt_method_debit card,product_cat_clothing,product_cat_electronics,product_cat_health & beauty,product_cat_home & garden,product_cat_toys & games,cust_device_desktop,cust_device_mobile,cust_device_tablet
384.81,3,40,0,111,19,2024,2,14,False,True,False,False,False,False,False,True,False,False,False,True
246.1,4,49,1,15,19,2024,3,4,False,False,False,True,True,False,False,False,False,True,False,False
141.99,1,28,0,355,19,2024,1,17,False,False,False,True,False,False,False,True,False,True,False,False
200.58,1,41,0,158,2,2024,2,6,False,True,False,False,True,False,False,False,False,False,False,True
368.51,5,30,0,245,7,2024,2,3,False,True,False,False,True,False,False,False,False,True,False,False
361.2,2,38,1,303,15,2024,3,9,True,False,False,False,True,False,False,False,False,True,False,False
307.28,5,29,0,284,5,2024,4,4,False,False,False,True,False,False,False,True,False,False,False,True
61.26,1,35,1,46,16,2024,1,10,False,False,True,False,False,False,False,True,False,False,False,True
107.39,2,40,0,342,3,2024,1,2,True,False,False,False,False,False,True,False,False,False,False,True
167.41,2,30,0,284,21,2024,3,6,False,False,False,True,False,False,False,False,True,True,False,False
137.66,1,56,0,243,15,2024,3,12,False,True,False,False,False,False,False,True,False,True,False,False
234.57,1,20,0,4,6,2024,3,10,False,False,False,True,False,False,False,False,True,False,False,True
289.86,4,47,0,281,3,2024,2,6,False,False,False,True,False,False,False,False,True,False,True,False
953.5,1,46,0,323,22,2024,3,20,False,False,True,False,False,False,True,False,False,False,False,True
31.51,2,34,1,365,0,2024,2,29,False,True,False,False,False,False,False,True,False,False,False,True
306.54,1,47,0,34,11,2024,1,16,False,False,False,True,False,False,False,False,True,False,True,False
232.14,1,18,0,69,16,2024,3,17,False,False,True,False,False,False,False,False,True,False,True,False
112.05,4,42,0,87,19,2024,2,25,False,False,True,False,False,True,False,False,False,True,False,False
194.64,2,49,1,17,1,2024,2,24,True,False,False,False,False,False,False,False,True,True,False,False
399.38,1,15,0,97,12,2024,1,16,True,False,False,False,False,False,False,True,False,False,True,False
128.04,5,36,0,96,1,2024,3,23,False,True,False,False,False,False,False,False,True,False,True,False
93.74,1,54,0,27,15,2024,2,1,False,False,False,True,False,True,False,False,False,True,False,False
168.12,4,46,0,199,13,2024,1,12,True,False,False,False,False,False,True,False,False,True,False,False
104.08,4,46,0,335,7,2024,3,13,False,False,False,True,True,False,False,False,False,False,False,True
754.4,4,35,0,51,7,2024,3,31,False,False,False,True,False,False,False,False,True,True,False,False
694.18,4,44,0,41,8,2024,1,14,False,False,False,True,False,False,False,False,True,False,True,False
157.2,4,25,0,138,0,2024,3,23,True,False,False,False,True,False,False,False,False,False,False,True
291.95,4,31,0,23,8,2024,2,15,False,True,False,False,False,False,True,False,False,False,False,True
235.56,2,37,0,239,21,2024,3,8,False,False,True,False,False,False,False,False,True,False,False,True
407.03,5,21,0,114,8,2024,4,2,True,False,False,False,True,False,False,False,False,False,True,False
99.78,4,44,0,352,4,2024,3,6,False,False,False,True,False,False,False,False,True,False,False,True
90.61,2,34,0,12,12,2024,3,11,False,False,True,False,False,False,False,False,True,False,False,True
88.45,5,34,0,123,1,2024,3,20,False,False,True,False,False,False,False,True,False,True,False,False
163.99,3,32,0,268,22,2024,1,16,True,False,False,False,True,False,False,False,False,True,False,False
96.12,4,25,0,1,9,2024,3,16,False,False,True,False,False,False,False,False,True,False,True,False
65.26,2,22,0,80,6,2024,4,5,True,False,False,False,True,False,False,False,False,True,False,False
428.18,4,43,0,218,14,2024,2,15,True,False,False,False,False,False,True,False,False,False,True,False
265.68,2,21,0,30,14,2024,2,17,False,True,False,False,False,False,False,True,False,False,True,False
73.6,1,38,0,194,10,2024,2,22,False,False,True,False,True,False,False,False,False,True,False,False
210.32,1,49,0,108,9,2024,2,3,False,False,False,True,False,False,True,False,False,True,False,False
139.79,1,29,0,38,5,2024,1,21,False,False,True,False,False,True,False,False,False,False,False,True
97.49,2,25,0,349,8,2024,1,30,False,False,False,True,False,False,False,False,True,False,True,False
256.67,1,47,0,283,19,2024,3,29,False,True,False,False,False,False,False,False,True,False,False,True
486.35,1,38,0,238,1,2024,4,3,False,True,False,False,False,True,False,False,False,False,True,False
266.11,4,33,0,209,21,2024,3,20,True,False,False,False,False,False,False,False,True,False,False,True
174.08,1,29,0,246,6,2024,2,12,False,False,False,True,False,False,False,True,False,True,False,False
99.37,5,34,0,2,18,2024,3,9,False,False,True,False,False,False,False,False,True,False,True,False
108.66,2,45,0,35,19,2024,2,20,False,False,False,True,False,False,False,False,True,True,False,False
139.2,1,33,0,295,14,2024,1,7,False,False,False,True,False,False,False,True,False,True,False,False
181.78,5,43,0,90,20,2024,2,8,False,False,False,True,True,False,False,False,False,True,False,False
33.78,4,22,0,171,20,2024,3,12,False,False,False,True,False,False,True,False,False,False,False,True
293.11,5,36,0,235,1,2024,2,12,False,False,True,False,True,False,False,False,False,False,False,True
848.86,4,41,0,253,5,2024,4,3,False,False,True,False,False,True,False,False,False,True,False,False
301.16,3,36,0,164,7,2024,3,13,False,False,False,True,True,False,False,False,False,False,True,False
53.46,3,37,0,4,3,2024,1,7,False,True,False,False,False,False,False,False,True,False,False,True
263.52,3,37,0,37,20,2024,2,4,False,False,False,True,True,False,False,False,False,False,True,False
97.22,2,32,0,308,11,2024,3,19,False,True,False,False,False,False,False,True,False,True,False,False
615.66,3,37,0,183,15,2024,2,3,False,False,False,True,False,False,False,True,False,False,True,False
1059.07,4,31,0,328,14,2024,3,9,False,False,False,True,False,True,False,False,False,False,True,False
344.67,3,25,0,168,5,2024,1,9,False,False,True,False,False,True,False,False,False,False,True,False
74.59,4,29,0,173,19,2024,2,27,False,False,False,True,False,True,False,False,False,False,True,False
257.52,2,31,0,42,9,2024,3,22,False,False,True,False,False,True,False,False,False,False,False,True
176.5,1,26,0,99,18,2024,1,5,False,True,False,False,False,False,True,False,False,False,False,True
40.76,2,20,0,137,21,2024,1,23,False,False,False,True,False,False,False,False,True,False,True,False
567.64,2,35,0,70,21,2024,3,30,False,False,False,True,False,False,False,True,False,False,False,True
228.08,5,43,0,290,21,2024,3,29,True,False,False,False,False,False,False,False,True,False,True,False
41.6,4,43,0,268,18,2024,1,8,False,True,False,False,True,False,False,False,False,True,False,False
74.27,2,36,0,328,17,2024,3,13,False,True,False,False,True,False,False,False,False,True,False,False
210.05,3,26,0,75,19,2024,4,4,False,False,True,False,False,False,True,False,False,True,False,False
13.31,2,35,0,36,21,2024,3,4,False,False,True,False,False,True,False,False,False,False,False,True
237.1,5,32,0,112,20,2024,1,20,False,False,False,True,False,False,False,True,False,False,True,False
555.49,2,27,1,16,12,2024,3,25,False,True,False,False,False,False,False,False,True,False,False,True
439.38,4,43,0,68,4,2024,2,26,True,False,False,False,False,False,True,False,False,True,False,False
16.99,4,44,0,222,23,2024,2,15,False,False,True,False,False,False,False,True,False,False,True,False
65.85,4,44,0,287,19,2024,2,11,False,False,False,True,False,True,False,False,False,True,False,False
32.62,3,50,0,243,12,2024,1,27,True,False,False,False,False,False,False,True,False,False,False,True
161.35,1,29,0,52,22,2024,1,11,False,False,False,True,False,False,True,False,False,False,False,True
18.08,4,43,0,79,7,2024,3,8,False,True,False,False,False,False,False,False,True,False,True,False
83.78,2,32,1,67,7,2024,1,23,True,False,False,False,False,False,False,True,False,False,True,False
32.9,2,22,0,32,4,2024,3,26,True,False,False,False,False,True,False,False,False,True,False,False
66.09,5,36,0,29,19,2024,3,8,False,False,True,False,False,True,False,False,False,True,False,False
243.08,2,43,0,35,1,2024,1,17,False,False,True,False,False,False,False,False,True,False,False,True
1371.3,5,38,1,19,1,2024,2,5,False,True,False,False,False,False,False,True,False,False,True,False
89.1,2,29,1,2,1,2024,2,19,True,False,False,False,False,False,False,False,True,False,True,False
362.75,5,37,0,249,4,2024,4,1,False,True,False,False,False,False,False,True,False,True,False,False
94.7,3,25,0,147,11,2024,3,5,False,False,True,False,False,False,True,False,False,False,True,False
121.18,5,53,0,361,1,2024,1,3,False,False,False,True,False,False,True,False,False,False,True,False
109.99,4,44,0,45,13,2024,3,25,False,False,True,False,False,False,True,False,False,False,True,False
183.34,1,38,0,172,21,2024,3,2,False,False,True,False,False,True,False,False,False,True,False,False
275.2,1,22,0,254,3,2024,2,29,False,True,False,False,False,False,True,False,False,False,True,False
132.41,4,39,0,252,7,2024,3,24,False,False,False,True,True,False,False,False,False,False,True,False
88.56,3,48,0,120,13,2024,1,31,False,False,False,True,False,False,False,False,True,True,False,False
398.77,1,15,0,2,16,2024,3,22,False,True,False,False,False,True,False,False,False,False,True,False
725.31,1,27,0,293,16,2024,1,2,False,False,True,False,False,True,False,False,False,False,False,True
363.46,2,22,0,256,16,2024,2,3,True,False,False,False,False,False,False,True,False,False,True,False
66.88,2,15,0,68,2,2024,1,13,False,True,False,False,False,True,False,False,False,False,True,False
492.2,5,31,1,131,3,2024,2,23,False,False,True,False,False,False,False,False,True,True,False,False
76.73,3,49,0,54,13,2024,1,11,False,True,False,False,False,True,False,False,False,True,False,False
34.87,1,30,0,29,1,2024,2,9,False,False,True,False,False,False,True,False,False,True,False,False
400.16,2,31,0,285,23,2024,1,21,True,False,False,False,False,False,False,False,True,True,False,False
292.41,2,35,0,73,4,2024,3,27,True,False,False,False,True,False,False,False,False,False,False,True
260.25,4,30,0,56,23,2024,2,29,False,False,False,True,True,False,False,False,False,True,False,False
99.1,5,50,0,223,0,2024,1,6,False,True,False,False,False,False,True,False,False,False,True,False
212.65,4,57,0,276,20,2024,1,26,False,False,True,False,False,True,False,False,False,True,False,False
81.71,2,36,0,220,3,2024,3,15,False,False,False,True,True,False,False,False,False,False,False,True
1307.0,3,26,0,349,18,2024,4,4,False,False,True,False,False,False,False,False,True,False,True,False
250.97,5,57,0,340,14,2024,1,11,False,False,True,False,False,False,False,True,False,False,False,True
392.95,1,12,0,117,3,2024,3,15,True,False,False,False,False,False,False,False,True,False,True,False
27.15,2,42,0,166,2,2024,3,26,True,False,False,False,False,True,False,False,False,False,True,False
148.09,1,34,1,14,19,2024,2,1,False,True,False,False,False,False,False,True,False,False,False,True
668.45,3,25,0,298,15,2024,3,3,False,False,False,True,False,False,True,False,False,True,False,False
61.44,1,29,0,27,2,2024,1,8,False,True,False,False,False,False,False,True,False,False,True,False
70.97,4,37,0,231,7,2024,3,10,False,False,False,True,False,False,False,False,True,False,True,False
666.36,4,50,0,271,8,2024,2,26,True,False,False,False,False,False,False,True,False,True,False,False
281.05,2,35,0,35,21,2024,2,9,False,False,False,True,True,False,False,False,False,False,False,True
35.52,4,42,0,85,4,2024,1,28,False,True,False,False,False,False,False,True,False,False,False,True
64.78,1,38,0,343,2,2024,2,3,False,False,False,True,False,False,True,False,False,False,False,True
21.64,3,36,0,239,4,2024,3,27,False,False,True,False,False,True,False,False,False,False,False,True
21.77,2,35,0,159,8,2024,3,4,True,False,False,False,False,True,False,False,False,False,True,False
141.6,4,25,0,229,10,2024,3,30,False,True,False,False,False,False,False,True,False,True,False,False
100.74,1,23,0,351,4,2024,1,25,False,False,False,True,False,True,False,False,False,False,True,False
130.47,1,26,0,274,11,2024,2,2,False,True,False,False,False,True,False,False,False,False,True,False
285.48,3,26,0,14,5,2024,3,9,False,False,True,False,False,True,False,False,False,False,False,True
216.88,3,30,0,150,22,2024,3,8,False,False,False,True,True,False,False,False,False,True,False,False
71.42,1,34,0,62,22,2024,1,16,False,False,True,False,False,False,False,True,False,True,False,False
213.75,1,12,0,314,2,2024,1,1,True,False,False,False,False,True,False,False,False,False,False,True
143.16,4,36,0,227,13,2024,1,28,False,False,False,True,False,False,False,False,True,False,True,False
138.06,3,19,0,45,2,2024,2,3,True,False,False,False,True,False,False,False,False,False,False,True
109.93,3,43,1,318,0,2024,1,28,False,False,True,False,False,False,False,False,True,False,False,True
54.78,1,32,0,244,5,2024,1,19,False,False,False,True,False,False,True,False,False,False,True,False
172.36,5,25,0,206,6,2024,2,16,False,False,False,True,False,False,False,False,True,False,False,True
220.33,2,26,1,365,20,2024,1,17,False,False,True,False,False,False,False,True,False,True,False,False
136.56,5,44,0,50,16,2024,1,16,False,False,False,True,False,False,False,False,True,False,True,False
95.29,3,19,0,23,0,2024,2,24,False,True,False,False,False,False,False,False,True,True,False,False
113.35,4,46,0,105,22,2024,1,16,True,False,False,False,True,False,False,False,False,True,False,False
60.98,3,16,0,324,18,2024,1,3,True,False,False,False,False,False,False,True,False,True,False,False
141.43,4,48,0,115,17,2024,1,3,False,False,True,False,False,True,False,False,False,False,True,False
565.09,1,41,0,254,0,2024,2,2,False,False,False,True,True,False,False,False,False,False,False,True
267.62,2,31,0,70,11,2024,3,9,False,False,False,True,True,False,False,False,False,False,False,True
55.26,2,48,0,105,11,2024,1,20,True,False,False,False,False,False,False,True,False,True,False,False
475.94,3,38,0,23,11,2024,2,9,False,True,False,False,False,False,True,False,False,False,True,False
58.97,4,19,0,243,19,2024,3,10,False,False,False,True,False,False,True,False,False,False,True,False
237.43,2,20,0,301,5,2024,3,3,True,False,False,False,False,False,False,False,True,True,False,False
179.21,4,63,0,211,12,2024,1,7,False,True,False,False,False,False,False,True,False,False,False,True
16.09,5,35,0,239,2,2024,1,22,False,False,True,False,False,False,False,False,True,False,False,True
94.19,3,29,0,225,4,2024,3,10,False,False,True,False,False,False,False,False,True,False,True,False
54.68,2,22,0,237,22,2024,3,16,False,True,False,False,False,False,False,False,True,True,False,False
259.49,3,31,0,85,19,2024,3,15,False,True,False,False,False,False,False,True,False,False,True,False
42.41,5,21,0,159,5,2024,1,26,True,False,False,False,False,False,False,True,False,False,False,True
55.18,2,42,0,64,5,2024,1,10,False,False,False,True,False,True,False,False,False,True,False,False
186.8,5,47,0,73,22,2024,3,16,False,True,False,False,False,False,False,False,True,True,False,False
115.01,5,51,0,351,6,2024,2,24,False,True,False,False,False,False,False,False,True,False,True,False
170.01,2,28,0,155,1,2024,2,7,False,True,False,False,False,False,False,True,False,False,True,False
226.14,4,32,0,300,12,2024,2,21,False,False,False,True,False,False,True,False,False,True,False,False
77.17,4,36,0,25,19,2024,3,14,False,False,True,False,False,False,False,True,False,False,True,False
28.13,2,58,0,179,0,2024,3,17,False,False,True,False,False,False,False,False,True,False,False,True
14.15,1,11,0,119,17,2024,1,2,False,False,False,True,False,False,False,True,False,True,False,False
129.27,3,34,0,329,1,2024,1,1,False,True,False,False,True,False,False,False,False,False,False,True
657.53,4,20,0,179,13,2024,1,30,True,False,False,False,True,False,False,False,False,False,False,True
83.12,3,56,0,22,4,2024,3,28,False,False,True,False,False,False,True,False,False,False,False,True
549.84,4,48,0,328,22,2024,1,31,False,False,True,False,False,False,True,False,False,False,False,True
183.14,5,31,0,17,12,2024,2,18,True,False,False,False,False,True,False,False,False,True,False,False
82.04,1,17,0,173,3,2024,2,10,False,False,False,True,False,False,True,False,False,True,False,False
263.57,5,52,1,239,0,2024,1,6,True,False,False,False,False,True,False,False,False,False,True,False
139.68,1,35,0,316,4,2024,3,31,True,False,False,False,True,False,False,False,False,True,False,False
170.49,5,37,0,44,3,2024,2,4,True,False,False,False,True,False,False,False,False,False,True,False
133.08,5,49,0,257,8,2024,1,16,False,False,False,True,False,True,False,False,False,False,False,True
203.71,3,27,0,297,19,2024,2,16,False,True,False,False,False,False,False,True,False,True,False,False
127.79,4,40,0,357,17,2024,1,10,False,True,False,False,True,False,False,False,False,False,True,False
146.47,1,38,0,335,13,2024,4,6,False,True,False,False,False,False,False,True,False,True,False,False
297.45,2,42,0,229,18,2024,4,4,False,True,False,False,False,False,False,False,True,False,True,False
108.43,4,33,1,181,3,2024,2,23,False,True,False,False,False,True,False,False,False,False,True,False
44.14,5,18,0,160,11,2024,1,16,False,False,False,True,False,False,False,True,False,True,False,False
162.21,1,56,0,38,7,2024,3,13,False,False,False,True,False,False,False,False,True,False,False,True
745.5,4,51,0,196,21,2024,3,11,True,False,False,False,False,False,True,False,False,False,False,True
194.89,2,43,0,188,11,2024,2,8,False,False,False,True,False,False,False,False,True,False,False,True
293.18,5,11,0,331,17,2024,3,3,False,False,False,True,False,False,False,True,False,True,False,False
77.05,3,31,0,100,6,2024,2,13,False,False,False,True,False,False,True,False,False,False,True,False
188.07,3,41,0,186,11,2024,1,2,True,False,False,False,False,True,False,False,False,False,False,True
164.77,4,31,0,104,6,2024,4,6,False,False,False,True,False,False,False,True,False,False,True,False
176.51,5,23,0,72,16,2024,3,10,False,True,False,False,True,False,False,False,False,True,False,False
139.75,5,44,0,58,18,2024,1,9,False,False,True,False,False,False,False,False,True,False,True,False
125.38,5,27,0,33,4,2024,3,5,False,False,True,False,False,False,False,True,False,False,True,False
142.29,5,46,0,298,9,2024,3,27,False,False,False,True,True,False,False,False,False,False,True,False
384.63,1,15,0,71,2,2024,3,21,False,False,True,False,False,False,False,False,True,False,True,False
190.31,5,23,0,175,12,2024,2,7,False,True,False,False,False,False,False,True,False,False,True,False
145.26,1,6,0,217,2,2024,1,7,True,False,False,False,False,False,False,True,False,True,False,False
18.89,4,27,0,79,11,2024,1,10,False,True,False,False,False,True,False,False,False,True,False,False
78.42,3,39,1,100,2,2024,2,29,True,False,False,False,False,True,False,False,False,False,True,False
27.51,4,22,0,325,10,2024,4,2,False,True,False,False,False,False,False,True,False,False,False,True
195.45,2,25,1,22,0,2024,1,30,False,False,True,False,False,False,False,False,True,True,False,False
139.73,2,37,0,351,6,2024,1,11,False,False,True,False,False,True,False,False,False,True,False,False
20.07,4,43,0,115,0,2024,3,31,True,False,False,False,False,False,False,False,True,True,False,False
314.57,1,32,0,51,2,2024,1,9,False,False,True,False,False,False,False,True,False,False,True,False
113.6,5,44,0,65,13,2024,1,24,False,False,False,True,False,False,False,False,True,False,True,False
15.05,5,46,0,80,19,2024,3,2,True,False,False,False,False,False,False,False,True,False,False,True
281.47,4,31,0,186,16,2024,2,26,False,False,False,True,False,False,False,True,False,True,False,False
82.85,4,34,0,82,23,2024,1,14,False,False,False,True,False,False,False,False,True,False,True,False
763.58,1,45,0,232,0,2024,3,12,False,False,False,True,False,False,False,True,False,False,True,False
19.96,2,37,0,58,20,2024,1,8,False,False,True,False,False,False,False,False,True,True,False,False
234.02,5,30,0,205,1,2024,2,13,True,False,False,False,False,True,False,False,False,False,True,False
327.54,2,52,0,235,21,2024,1,22,False,True,False,False,False,False,True,False,False,True,False,False
72.33,2,36,0,214,5,2024,2,13,False,False,True,False,False,True,False,False,False,False,False,True
165.76,2,31,0,1,3,2024,3,18,False,False,False,True,True,False,False,False,False,True,False,False
615.72,4,34,0,169,23,2024,2,13,True,False,False,False,True,False,False,False,False,True,False,False
117.01,3,38,0,179,19,2024,1,3,True,False,False,False,False,False,False,True,False,True,False,False
66.79,4,53,0,225,0,2024,1,27,False,False,False,True,False,False,False,True,False,False,True,False
190.3,1,36,0,347,13,2024,4,6,False,False,True,False,False,False,True,False,False,False,True,False
267.46,3,63,0,223,21,2024,3,1,False,False,False,True,False,False,False,False,True,True,False,False
216.55,2,46,0,196,8,2024,3,4,False,False,False,True,False,False,False,False,True,True,False,False
228.66,1,34,0,57,7,2024,2,16,True,False,False,False,False,False,False,False,True,True,False,False
117.45,1,54,0,60,11,2024,3,4,False,False,True,False,False,False,False,True,False,False,True,False
968.03,4,43,0,257,18,2024,3,4,True,False,False,False,True,False,False,False,False,True,False,False
324.48,1,14,0,238,22,2024,2,14,True,False,False,False,False,False,True,False,False,False,True,False
95.13,3,36,0,69,11,2024,1,11,False,True,False,False,False,False,False,False,True,False,True,False
203.33,1,31,0,113,11,2024,3,4,False,False,False,True,True,False,False,False,False,False,False,True
57.82,1,32,0,341,0,2024,4,4,True,False,False,False,False,True,False,False,False,True,False,False
73.24,5,17,0,304,22,2024,2,26,False,False,True,False,True,False,False,False,False,False,False,True
175.79999999999998,5,23,1,150,0,2024,2,18,True,False,False,False,False,False,False,True,False,False,False,True
131.89,5,31,0,328,5,2024,2,24,False,True,False,False,False,False,False,False,True,False,False,True
151.58,1,33,0,130,5,2024,2,11,True,False,False,False,False,False,True,False,False,False,True,False
333.04,2,47,0,32,9,2024,3,23,False,False,True,False,False,False,False,False,True,False,True,False
186.99,4,23,0,265,16,2024,1,26,False,False,False,True,False,False,True,False,False,True,False,False
251.17,2,43,0,178,14,2024,1,27,False,False,True,False,False,True,False,False,False,True,False,False
323.47,4,14,0,200,15,2024,1,21,False,False,True,False,False,False,False,True,False,False,False,True
169.15,2,33,0,290,7,2024,1,22,True,False,False,False,False,False,False,True,False,True,False,False
35.75,3,32,0,81,4,2024,2,8,True,False,False,False,False,False,True,False,False,False,False,True
192.29,2,10,0,354,0,2024,1,18,False,False,True,False,False,True,False,False,False,False,True,False
334.24,1,31,0,299,10,2024,2,15,False,True,False,False,True,False,False,False,False,False,False,True
34.02,1,36,0,127,17,2024,2,14,True,False,False,False,True,False,False,False,False,False,True,False
147.86,3,49,0,99,23,2024,3,22,False,False,False,True,False,False,True,False,False,True,False,False
251.27,2,35,0,31,15,2024,2,20,False,False,True,False,False,False,False,True,False,False,True,False
59.35,3,38,1,24,16,2024,1,9,False,False,False,True,False,False,True,False,False,False,False,True
139.77,2,28,0,242,8,2024,2,23,False,True,False,False,False,False,False,False,True,False,False,True
533.34,1,25,0,300,19,2024,2,5,False,False,True,False,False,False,False,False,True,False,True,False
15.52,1,36,0,26,13,2024,3,27,True,False,False,False,False,True,False,False,False,True,False,False
32.23,4,46,0,77,13,2024,2,19,False,True,False,False,False,False,True,False,False,False,False,True
35.72,1,46,0,108,6,2024,2,4,False,True,False,False,True,False,False,False,False,False,False,True
35.77,5,46,0,227,19,2024,1,22,False,False,False,True,False,False,True,False,False,False,True,False
110.2,5,31,0,176,16,2024,2,9,True,False,False,False,False,True,False,False,False,False,False,True
454.38,1,28,0,216,3,2024,3,16,False,False,True,False,False,False,False,True,False,False,True,False
204.65,4,45,0,207,19,2024,2,21,True,False,False,False,False,False,False,False,True,False,True,False
151.92,4,32,0,70,0,2024,3,7,False,True,False,False,False,False,False,False,True,True,False,False
28.85,2,22,0,124,17,2024,3,15,False,True,False,False,False,True,False,False,False,True,False,False
149.93,3,55,0,24,19,2024,3,9,False,False,False,True,False,False,False,False,True,True,False,False
526.31,5,40,0,226,15,2024,3,27,True,False,False,False,False,False,True,False,False,True,False,False
69.88,5,18,0,179,4,2024,2,20,False,True,False,False,False,False,False,True,False,False,True,False
131.02,3,50,0,344,6,2024,1,2,False,True,False,False,False,False,True,False,False,True,False,False
55.57,2,39,0,359,3,2024,3,1,False,False,False,True,True,False,False,False,False,False,True,False
163.2,3,32,0,258,5,2024,1,29,False,True,False,False,False,False,True,False,False,False,False,True
874.57,2,26,0,128,11,2024,3,31,False,False,True,False,False,True,False,False,False,True,False,False
111.49,1,31,0,310,19,2024,1,6,False,True,False,False,False,False,True,False,False,True,False,False
69.53,2,31,0,75,9,2024,2,27,False,False,False,True,False,False,False,False,True,False,True,False
133.5,2,31,0,134,2,2024,2,9,False,True,False,False,False,True,False,False,False,False,True,False
184.49,5,31,0,184,15,2024,1,1,False,True,False,False,True,False,False,False,False,False,True,False
88.23,5,16,0,53,0,2024,3,30,False,False,True,False,True,False,False,False,False,False,True,False
74.91,4,41,0,321,20,2024,3,6,False,True,False,False,False,False,False,False,True,True,False,False
112.98,1,29,0,257,7,2024,1,22,False,False,False,True,True,False,False,False,False,True,False,False
112.04,3,21,0,92,18,2024,2,19,False,False,False,True,False,False,True,False,False,False,True,False
13.17,1,43,0,126,14,2024,3,28,False,False,True,False,False,False,False,False,True,False,False,True
98.01,5,38,0,7,3,2024,2,27,False,False,False,True,False,True,False,False,False,True,False,False
190.4,5,36,1,341,7,2024,1,8,False,False,True,False,True,False,False,False,False,False,False,True
268.08,2,27,0,179,15,2024,3,21,False,False,False,True,False,False,False,False,True,False,True,False
358.15,5,34,0,192,13,2024,1,23,False,False,True,False,False,False,False,True,False,True,False,False
117.96,5,41,0,118,0,2024,3,14,False,True,False,False,False,False,False,True,False,False,True,False
17.87,5,41,0,331,2,2024,2,21,True,False,False,False,False,False,False,False,True,False,True,False
718.97,3,46,0,58,2,2024,1,18,True,False,False,False,False,False,True,False,False,False,True,False
413.72,2,39,0,201,9,2024,2,11,False,True,False,False,False,True,False,False,False,False,False,True
159.79,2,33,0,203,7,2024,3,9,True,False,False,False,False,False,False,False,True,True,False,False
2206.8,2,32,1,136,12,2024,3,21,False,False,False,True,False,False,False,True,False,True,False,False
36.77,1,42,0,65,9,2024,3,16,True,False,False,False,False,False,False,True,False,True,False,False
77.63,1,35,0,79,0,2024,3,24,True,False,False,False,False,False,True,False,False,True,False,False
108.96,2,43,0,42,3,2024,2,4,False,False,False,True,False,False,False,True,False,False,False,True
173.38,3,31,0,225,3,2024,2,24,False,True,False,False,False,False,False,False,True,False,False,True
303.11,4,19,0,343,20,2024,2,23,True,False,False,False,False,True,False,False,False,False,True,False
35.06,3,37,0,73,13,2024,1,12,False,False,True,False,True,False,False,False,False,False,True,False
147.49,4,34,0,327,6,2024,1,10,False,True,False,False,False,True,False,False,False,True,False,False
120.7,2,30,0,81,11,2024,3,6,False,True,False,False,False,False,True,False,False,False,False,True
31.8,4,28,0,322,20,2024,2,11,False,False,False,True,False,True,False,False,False,False,False,True
153.3,5,39,0,268,22,2024,3,2,False,True,False,False,False,False,False,True,False,False,False,True
35.79,3,28,0,163,20,2024,3,13,False,True,False,False,True,False,False,False,False,True,False,False
280.49,2,32,0,167,13,2024,2,3,False,False,False,True,True,False,False,False,False,False,True,False
17.66,5,24,0,197,17,2024,2,12,False,False,False,True,False,False,False,False,True,False,True,False
189.74,1,34,0,78,12,2024,3,1,True,False,False,False,False,False,False,True,False,True,False,False
184.37,1,29,0,198,5,2024,1,22,False,True,False,False,False,True,False,False,False,False,True,False
59.1,4,23,0,331,7,2024,3,21,False,False,True,False,False,False,True,False,False,False,True,False
152.92,3,46,0,356,19,2024,4,1,False,False,False,True,True,False,False,False,False,False,True,False
83.88,4,28,0,215,7,2024,3,9,False,False,True,False,False,False,False,False,True,False,False,True
68.86,5,44,0,258,8,2024,1,23,False,True,False,False,False,False,False,True,False,True,False,False
41.22,4,42,0,286,2,2024,1,28,False,True,False,False,False,False,False,False,True,False,False,True
79.41,1,46,0,351,22,2024,1,12,False,False,False,True,False,False,True,False,False,False,False,True
55.18,4,33,0,53,11,2024,2,7,False,False,True,False,False,True,False,False,False,True,False,False
61.15,1,37,0,17,7,2024,2,25,False,False,False,True,False,False,False,True,False,False,True,False
21.31,3,22,0,95,9,2024,2,25,True,False,False,False,False,False,False,True,False,True,False,False
64.2,4,43,0,39,0,2024,3,2,False,False,False,True,False,False,False,False,True,False,True,False
93.93,3,41,0,316,11,2024,2,25,False,False,True,False,True,False,False,False,False,True,False,False
88.47,4,32,1,1,1,2024,1,13,False,True,False,False,False,True,False,False,False,False,True,False
61.4,2,27,0,283,23,2024,1,5,False,False,True,False,False,False,False,False,True,True,False,False
445.28,4,43,0,285,19,2024,2,28,False,False,False,True,True,False,False,False,False,True,False,False
172.46,1,42,0,113,6,2024,2,27,True,False,False,False,True,False,False,False,False,False,False,True
269.4,4,55,0,131,4,2024,4,2,False,False,False,True,False,False,False,False,True,False,False,True
128.46,5,48,0,173,14,2024,2,13,False,True,False,False,True,False,False,False,False,True,False,False
10.16,3,45,0,256,5,2024,4,1,False,False,False,True,False,False,True,False,False,False,True,False
164.74,4,20,0,85,9,2024,3,14,False,False,True,False,False,False,False,True,False,True,False,False
194.86,5,44,0,230,8,2024,2,8,True,False,False,False,True,False,False,False,False,True,False,False
1084.7,4,39,1,338,5,2024,1,17,False,False,False,True,False,False,False,False,True,False,True,False
836.89,3,16,0,222,4,2024,3,5,False,False,False,True,False,False,True,False,False,True,False,False
