trxn_amt,pmt_method,product_cat,qty,cust_age,cust_loc,cust_device,fraudulent,acct_age_days,trxn_hour,year,month,day
51.91,credit card,home & garden,4,28,Christopherfort,desktop,0,163,8,2024,2,27
31.01,PayPal,electronics,3,14,Port Mitchell,tablet,0,14,4,2024,1,17
175.15,PayPal,health & beauty,3,36,Jessicashire,mobile,0,344,1,2024,4,6
392.61,credit card,electronics,4,26,East Jordan,tablet,0,11,20,2024,2,6
100.03,credit card,electronics,3,39,Christopherville,mobile,0,359,10,2024,4,3
141.27,debit card,toys & games,3,31,Robertbury,tablet,0,112,22,2024,2,15
144.68,bank transfer,home & garden,4,42,Reneeland,tablet,0,140,2,2024,3,14
171.64,bank transfer,toys & games,1,54,Port Madison,tablet,0,170,23,2024,1,9
325.23,bank transfer,electronics,5,27,Williamsborough,mobile,0,248,22,2024,2,17
214.03,debit card,clothing,4,24,Mannburgh,mobile,0,184,3,2024,4,1
247.13,PayPal,clothing,5,32,Jesseville,mobile,0,280,19,2024,2,15
67.18,bank transfer,toys & games,1,33,North Markville,mobile,0,301,9,2024,3,4
12.33,debit card,health & beauty,4,50,Lake Jessica,desktop,0,283,3,2024,1,24
442.35,credit card,clothing,1,40,North Richard,tablet,0,286,17,2024,1,5
512.24,PayPal,electronics,2,51,Rollinschester,desktop,0,264,17,2024,3,16
171.97,credit card,health & beauty,4,46,Port Devinside,desktop,0,304,12,2024,4,6
13.74,PayPal,home & garden,1,48,Kathrynmouth,mobile,0,365,4,2024,1,6
434.91,bank transfer,toys & games,1,26,South Shawnville,desktop,0,144,16,2024,1,17
15.1,credit card,home & garden,2,42,Melodyland,mobile,0,225,8,2024,4,7
277.57,debit card,home & garden,1,31,Davidside,desktop,0,97,0,2024,2,11
55.59,debit card,toys & games,2,20,South Annettechester,desktop,0,237,2,2024,3,11
84.31,credit card,clothing,5,39,Bushmouth,desktop,0,199,8,2024,3,26
111.96,PayPal,health & beauty,5,25,Susanfurt,tablet,0,15,6,2024,2,17
815.96,debit card,toys & games,5,31,Solisfort,mobile,0,140,12,2024,2,19
28.57,PayPal,health & beauty,3,20,Cantuborough,tablet,0,201,7,2024,1,1
125.85,credit card,toys & games,4,43,Port Susanborough,tablet,0,159,0,2024,1,22
240.52,bank transfer,home & garden,3,31,Chaseview,desktop,0,44,4,2024,4,2
95.56,debit card,home & garden,1,46,Jamesport,tablet,0,298,5,2024,1,19
334.16,bank transfer,toys & games,5,33,Port Carol,desktop,1,326,0,2024,1,18
446.09,debit card,electronics,2,40,Mossview,desktop,0,19,13,2024,2,14
179.57,credit card,toys & games,3,23,Phamhaven,desktop,0,319,0,2024,3,21
94.76,bank transfer,health & beauty,2,37,Fryeview,desktop,0,291,17,2024,2,3
47.3,PayPal,clothing,5,27,Stewartberg,mobile,0,286,16,2024,1,23
233.0,PayPal,health & beauty,5,50,Gallegosstad,mobile,0,149,15,2024,2,3
162.97,debit card,home & garden,2,54,East Georgeshire,mobile,0,178,23,2024,3,11
325.68,PayPal,electronics,3,29,North Jillbury,mobile,0,78,2,2024,3,1
22.69,PayPal,toys & games,2,35,Brownview,desktop,0,141,7,2024,2,22
61.27,PayPal,toys & games,4,30,West Reneetown,tablet,0,216,16,2024,1,30
100.35,PayPal,clothing,3,12,Kingfort,desktop,0,27,12,2024,3,17
384.29,credit card,health & beauty,3,13,Matthewton,mobile,0,18,17,2024,2,5
130.08,bank transfer,toys & games,4,27,New April,desktop,0,301,10,2024,3,7
433.95,bank transfer,toys & games,5,32,Jasonberg,mobile,0,190,20,2024,2,29
16.52,debit card,electronics,1,41,Robinsonborough,desktop,0,263,10,2024,3,12
1176.97,debit card,clothing,2,49,Cartertown,desktop,0,208,10,2024,2,16
147.89,bank transfer,health & beauty,3,40,Port David,tablet,0,218,12,2024,3,31
690.92,PayPal,electronics,4,35,West Nathaniel,desktop,0,110,15,2024,1,10
78.8,debit card,toys & games,3,45,Gregoryberg,tablet,0,309,6,2024,3,6
48.26,debit card,toys & games,1,19,Duaneberg,mobile,0,163,14,2024,2,3
249.48,debit card,electronics,4,23,Elizabethfort,desktop,0,188,22,2024,2,25
198.39,debit card,clothing,3,41,West Meghanfort,desktop,0,98,22,2024,3,10
345.93,credit card,home & garden,1,38,Williamfurt,mobile,0,85,16,2024,3,16
34.79,debit card,home & garden,2,22,Tanyaberg,desktop,0,307,23,2024,2,14
105.63,credit card,health & beauty,2,52,East Susan,desktop,0,290,2,2024,2,19
13.76,bank transfer,home & garden,2,60,Lake Joshua,mobile,0,5,7,2024,1,28
236.56,debit card,health & beauty,1,40,Lake Jeremyfort,mobile,0,80,23,2024,3,30
189.78,debit card,electronics,5,29,Norristown,desktop,0,122,0,2024,2,16
52.58,PayPal,electronics,3,26,West George,desktop,0,47,14,2024,2,18
47.24,credit card,electronics,2,40,Lyonsshire,mobile,0,356,13,2024,2,24
101.25,credit card,health & beauty,5,24,Shawnview,mobile,0,358,5,2024,4,2
416.89,bank transfer,health & beauty,5,30,Perkinsfurt,tablet,0,274,8,2024,3,12
622.1500000000001,credit card,toys & games,4,26,Staceytown,tablet,1,225,5,2024,2,21
118.02,credit card,toys & games,4,46,Boothhaven,desktop,0,264,19,2024,3,20
60.36,debit card,home & garden,3,30,Trevorborough,tablet,0,161,13,2024,2,4
1630.9,credit card,toys & games,1,16,Yubury,desktop,1,36,18,2024,3,20
69.75,bank transfer,clothing,4,35,West Petermouth,desktop,0,299,19,2024,1,15
322.85,credit card,toys & games,5,28,West Donna,desktop,0,137,4,2024,3,3
238.16,bank transfer,health & beauty,2,38,North John,mobile,0,185,2,2024,1,20
81.17,credit card,toys & games,5,41,Huntermouth,tablet,0,219,8,2024,2,13
94.38,PayPal,clothing,1,33,Craigshire,mobile,0,123,5,2024,2,15
39.05,bank transfer,home & garden,3,36,Kimberlyton,desktop,0,24,18,2024,1,29
199.41,debit card,home & garden,1,35,Jonathonview,desktop,0,10,0,2024,3,30
324.4,credit card,home & garden,1,42,Lake William,desktop,0,317,22,2024,3,7
609.46,PayPal,toys & games,1,21,South Williamborough,desktop,0,278,13,2024,1,3
124.32,PayPal,health & beauty,1,42,West Mark,desktop,0,135,8,2024,3,6
105.17,credit card,toys & games,3,34,Willisfort,tablet,0,143,9,2024,3,24
111.3,credit card,health & beauty,3,36,Kylieview,tablet,0,210,8,2024,3,15
130.17,bank transfer,health & beauty,2,39,Lake Theresaside,desktop,0,78,16,2024,1,22
46.26,bank transfer,clothing,3,31,South Kennethview,tablet,0,121,15,2024,4,6
240.07,debit card,home & garden,4,25,South Lisa,mobile,0,307,14,2024,2,6
33.72,bank transfer,home & garden,3,21,Kaitlynfurt,desktop,0,65,5,2024,1,31
61.23,debit card,toys & games,3,18,East Colleen,desktop,0,83,4,2024,2,26
132.76,credit card,electronics,2,40,Steinberg,desktop,0,309,12,2024,3,30
51.77,debit card,home & garden,1,26,Richardschester,mobile,0,206,15,2024,4,4
47.14,bank transfer,toys & games,2,36,South Erika,tablet,0,96,15,2024,1,7
134.83,credit card,clothing,3,18,New Hannah,tablet,0,348,1,2024,3,8
152.92,debit card,health & beauty,3,49,Moraleschester,mobile,0,245,17,2024,1,7
48.47,bank transfer,home & garden,3,39,Hannahberg,tablet,0,133,5,2024,2,9
76.79,credit card,clothing,5,34,South Brian,desktop,1,96,15,2024,3,24
219.47,PayPal,clothing,3,34,Lake Jenna,mobile,0,213,8,2024,1,28
93.2,PayPal,health & beauty,1,35,Leeville,tablet,0,11,16,2024,1,9
56.24,PayPal,home & garden,5,49,Annastad,desktop,0,171,12,2024,1,8
29.86,PayPal,health & beauty,3,22,North Hailey,mobile,0,114,18,2024,1,29
29.22,PayPal,toys & games,4,24,Port Shari,desktop,0,281,10,2024,3,16
39.4,bank transfer,clothing,4,21,North Brianborough,mobile,0,171,14,2024,1,21
151.72,PayPal,electronics,1,34,West Jeffery,desktop,0,63,12,2024,3,9
61.27,PayPal,clothing,2,49,Maryborough,desktop,0,41,0,2024,1,8
553.06,PayPal,toys & games,4,28,Rodriguezton,mobile,0,364,17,2024,2,25
11.72,credit card,health & beauty,2,30,New Tami,mobile,0,205,16,2024,3,1
221.21,credit card,home & garden,3,34,Lake Tiffany,mobile,0,131,10,2024,1,24
553.03,PayPal,electronics,2,34,Port Brian,mobile,0,359,17,2024,2,20
205.31,credit card,toys & games,5,34,New Henry,mobile,0,294,0,2024,2,8
187.46,bank transfer,toys & games,4,28,North Michael,mobile,0,325,9,2024,3,4
147.46,PayPal,home & garden,2,46,Lake Nicoleton,tablet,0,131,16,2024,3,23
37.39,bank transfer,home & garden,2,27,Beckborough,desktop,0,184,22,2024,3,21
320.94,bank transfer,health & beauty,2,36,Johnsonshire,mobile,0,326,20,2024,2,1
64.91,credit card,home & garden,3,30,North Julie,desktop,0,330,9,2024,4,6
55.68,credit card,clothing,2,16,Cheryltown,mobile,0,276,11,2024,2,27
146.05,bank transfer,home & garden,4,25,Port Brittney,tablet,0,38,18,2024,3,5
129.02,debit card,toys & games,1,52,Powellbury,desktop,0,184,9,2024,3,29
123.47,bank transfer,clothing,4,50,Port Michael,desktop,0,47,11,2024,2,7
211.57,debit card,home & garden,1,23,Lake Daniel,desktop,0,86,0,2024,2,19
176.25,credit card,toys & games,1,38,Port Joshuamouth,tablet,0,343,23,2024,3,28
257.35,credit card,toys & games,3,35,Port Kelly,mobile,0,337,20,2024,3,28
113.61,credit card,health & beauty,3,37,West Josemouth,desktop,0,117,20,2024,2,29
217.86,PayPal,toys & games,3,26,Port Sharon,desktop,0,167,19,2024,1,29
73.66,credit card,clothing,1,28,Dominicshire,mobile,1,203,8,2024,1,21
160.7,PayPal,clothing,2,29,Joycemouth,tablet,0,113,5,2024,3,14
200.14,bank transfer,electronics,5,34,Lewistown,tablet,0,143,4,2024,2,9
250.71,PayPal,home & garden,1,60,East Eduardo,tablet,0,101,19,2024,3,4
225.43,credit card,electronics,5,28,Lake Trevor,mobile,0,2,7,2024,1,8
344.24,debit card,home & garden,1,32,East Herbertport,mobile,0,340,19,2024,3,16
51.9,debit card,health & beauty,1,28,West Christopherburgh,desktop,0,76,4,2024,1,28
417.51,bank transfer,home & garden,4,27,Curtismouth,mobile,0,215,7,2024,2,26
151.31,PayPal,home & garden,4,49,New Kimberlyton,tablet,0,14,21,2024,3,25
251.37,credit card,health & beauty,5,41,Popemouth,tablet,0,257,9,2024,3,10
93.4,PayPal,health & beauty,3,37,New Gary,tablet,0,119,11,2024,2,22
126.1,bank transfer,electronics,1,41,Phillipchester,mobile,0,355,23,2024,3,31
42.97,credit card,clothing,4,35,West James,desktop,0,57,10,2024,3,6
37.05,debit card,clothing,4,27,North Michaelstad,desktop,0,222,20,2024,2,2
276.91,debit card,electronics,3,40,Marcuston,mobile,0,159,12,2024,2,4
51.91,credit card,electronics,3,25,Johnsonfurt,desktop,0,357,7,2024,3,29
137.67,PayPal,toys & games,5,24,West Nicole,desktop,0,150,13,2024,3,13
396.21,bank transfer,health & beauty,5,47,Cuevasside,tablet,0,129,4,2024,3,18
49.2,PayPal,home & garden,3,33,New Linda,mobile,0,62,2,2024,2,14
238.28,PayPal,electronics,1,52,Stevensfort,desktop,0,162,23,2024,2,20
272.96,debit card,home & garden,4,24,Kellistad,tablet,0,332,11,2024,3,10
480.61,PayPal,home & garden,2,7,Foxfurt,mobile,0,63,11,2024,1,12
255.54,credit card,home & garden,5,38,Mcdonaldchester,desktop,0,257,16,2024,1,30
211.08,bank transfer,clothing,1,43,New Nathan,tablet,0,133,18,2024,1,11
66.17,debit card,clothing,4,38,Laurahaven,mobile,0,276,10,2024,1,2
312.92,bank transfer,health & beauty,5,43,Cainmouth,mobile,0,213,14,2024,3,12
124.86,credit card,health & beauty,2,38,Cochrantown,tablet,0,113,23,2024,2,28
35.63,credit card,health & beauty,3,54,East Tonyburgh,mobile,0,149,11,2024,3,25
178.49,credit card,health & beauty,1,32,New Brendanborough,mobile,0,52,23,2024,2,11
115.64,bank transfer,home & garden,3,38,Bakerland,tablet,0,306,1,2024,1,22
441.89,credit card,health & beauty,4,54,Gonzalezfort,mobile,0,110,4,2024,2,4
460.93,PayPal,clothing,1,37,North Nicoleville,desktop,0,124,16,2024,1,21
137.98,PayPal,electronics,4,19,South Brianport,desktop,0,298,2,2024,4,5
15.62,bank transfer,health & beauty,3,38,Christianshire,mobile,0,140,19,2024,3,30
58.63,credit card,health & beauty,5,25,South Stevemouth,mobile,0,56,12,2024,2,23
632.15,PayPal,clothing,2,47,West Brooketown,tablet,0,303,13,2024,1,4
136.2,bank transfer,clothing,4,26,Lake Daniel,tablet,0,186,16,2024,3,16
276.59,bank transfer,home & garden,1,47,West Arthurtown,tablet,0,210,2,2024,3,22
130.31,credit card,home & garden,1,39,Davidfort,desktop,0,283,2,2024,3,11
17.75,debit card,home & garden,4,30,North Pamelabury,desktop,0,60,1,2024,2,26
55.75,bank transfer,clothing,1,24,Morganstad,tablet,0,132,16,2024,2,29
480.28,credit card,clothing,4,37,East Gregorystad,mobile,0,332,0,2024,1,8
24.1,bank transfer,toys & games,3,47,South Juan,desktop,0,241,8,2024,3,8
72.8,credit card,toys & games,1,45,Port Staceyland,mobile,0,70,10,2024,3,28
407.05,debit card,home & garden,1,48,East Davidshire,tablet,0,101,8,2024,4,7
20.85,debit card,toys & games,3,34,North Sarah,tablet,0,29,1,2024,1,5
12.57,debit card,toys & games,1,47,North Spencer,mobile,0,302,0,2024,2,19
512.36,PayPal,electronics,1,19,North Brianna,desktop,0,184,14,2024,2,28
25.05,PayPal,electronics,3,27,Deborahberg,tablet,0,37,17,2024,3,30
128.3,credit card,electronics,5,44,South Christopherfort,desktop,0,169,12,2024,4,6
46.21,debit card,electronics,3,27,South Denise,tablet,0,329,20,2024,3,6
234.02,debit card,health & beauty,5,39,West Rachel,tablet,0,345,20,2024,2,25
74.66,debit card,toys & games,5,34,South Nicholas,desktop,0,306,4,2024,3,28
379.04,credit card,home & garden,1,27,Nunezborough,desktop,0,47,11,2024,3,28
404.13,PayPal,health & beauty,5,20,East Derek,mobile,0,37,19,2024,1,3
619.45,bank transfer,home & garden,2,27,North Angelashire,desktop,1,335,11,2024,2,23
66.39999999999999,credit card,electronics,2,41,Williamsshire,mobile,1,21,14,2024,3,13
266.8,bank transfer,health & beauty,1,39,South Jacquelineborough,tablet,0,348,16,2024,2,21
58.39,credit card,toys & games,4,34,North Jon,tablet,0,82,19,2024,2,22
832.91,bank transfer,toys & games,1,46,East William,mobile,0,229,20,2024,3,30
58.63,bank transfer,home & garden,3,42,Joystad,desktop,0,167,15,2024,3,6
34.53,credit card,home & garden,5,30,Whitehaven,desktop,0,113,2,2024,2,9
21.35,credit card,electronics,4,48,Harperton,tablet,0,86,20,2024,4,3
246.64,credit card,toys & games,1,30,Josephburgh,tablet,0,15,11,2024,3,28
201.64,bank transfer,clothing,3,32,Hicksstad,tablet,0,70,13,2024,3,1
323.65,debit card,toys & games,3,35,West Jenniferview,tablet,0,209,0,2024,3,8
1607.4,debit card,clothing,4,35,South Edward,tablet,1,159,20,2024,1,11
1150.88,PayPal,health & beauty,1,48,West Laurafort,mobile,0,232,4,2024,2,18
13.5,bank transfer,clothing,3,22,Joshuachester,mobile,0,355,2,2024,1,27
496.5,PayPal,home & garden,1,36,Catherineberg,desktop,1,30,0,2024,3,28
80.86,credit card,electronics,5,50,Frankburgh,desktop,0,119,13,2024,3,5
235.48,credit card,health & beauty,1,45,Lake Jennifer,desktop,0,104,21,2024,3,27
94.87,bank transfer,clothing,4,37,West Ashley,mobile,0,236,10,2024,3,9
31.51,PayPal,clothing,1,31,Steinburgh,mobile,0,232,16,2024,3,20
54.59,bank transfer,toys & games,2,25,Jamesland,desktop,0,34,23,2024,2,10
249.54,credit card,health & beauty,5,33,North Sherrifort,tablet,0,341,13,2024,4,1
113.93,debit card,home & garden,1,46,Stanleychester,desktop,0,299,20,2024,2,5
68.42,credit card,toys & games,3,46,Holtmouth,mobile,0,99,17,2024,1,28
131.13,debit card,home & garden,1,51,Jontown,tablet,0,110,9,2024,3,31
309.62,debit card,toys & games,1,47,Gouldburgh,desktop,0,348,21,2024,3,18
278.01,credit card,home & garden,2,26,East Evanside,tablet,0,181,12,2024,3,19
102.71,debit card,home & garden,2,32,Davidfurt,tablet,0,178,8,2024,1,8
256.32,PayPal,electronics,2,25,West Cynthiastad,tablet,0,189,15,2024,3,7
63.74,credit card,toys & games,4,34,South Tammy,desktop,1,280,0,2024,2,16
35.31,PayPal,clothing,2,33,New Cynthia,mobile,0,41,3,2024,1,20
11.57,credit card,electronics,1,28,Port Douglas,tablet,0,333,14,2024,2,1
110.76,credit card,home & garden,3,38,Lake Brian,tablet,0,182,18,2024,1,30
75.7,PayPal,clothing,3,40,Lake Paula,mobile,0,63,12,2024,3,17
560.82,credit card,toys & games,5,41,West Kelly,tablet,0,324,23,2024,3,19
67.4,PayPal,electronics,1,27,Jeffreyfurt,desktop,0,158,18,2024,1,28
87.08,PayPal,home & garden,4,39,Andersonport,tablet,0,69,4,2024,2,2
61.81,credit card,health & beauty,5,46,Wayneburgh,tablet,0,109,10,2024,1,31
47.49,credit card,electronics,4,21,Ashleyside,tablet,0,5,1,2024,4,7
59.74,credit card,clothing,3,25,Rogersport,tablet,0,263,6,2024,3,12
300.15,debit card,home & garden,4,21,Cunninghamland,tablet,0,133,2,2024,1,22
112.7,credit card,health & beauty,4,43,New Lindsay,desktop,0,141,16,2024,2,28
42.78,bank transfer,electronics,3,19,Lopezhaven,tablet,0,142,18,2024,2,3
32.11,PayPal,toys & games,4,27,West Sarahfurt,tablet,0,32,19,2024,2,9
499.31,PayPal,health & beauty,3,34,East Christopherville,mobile,0,50,19,2024,2,10
89.98,PayPal,clothing,1,36,North Roberthaven,desktop,0,93,21,2024,1,21
539.53,debit card,health & beauty,5,40,North Austinfort,mobile,0,96,20,2024,1,15
114.41,bank transfer,electronics,3,28,South Ashley,tablet,0,182,11,2024,3,5
73.99,debit card,toys & games,5,49,East Susanmouth,tablet,0,113,23,2024,2,29
494.27,PayPal,clothing,1,6,Davishaven,mobile,0,122,14,2024,2,23
153.15,debit card,electronics,3,54,Lopezfurt,tablet,0,317,3,2024,1,19
48.5,bank transfer,health & beauty,2,49,Daniellechester,mobile,0,235,15,2024,1,12
259.29,bank transfer,health & beauty,2,13,Mossville,tablet,0,267,7,2024,1,18
197.69,credit card,health & beauty,2,44,Gregoryberg,mobile,0,226,1,2024,3,10
250.77,credit card,home & garden,2,36,Jenkinstown,mobile,0,22,5,2024,4,6
156.03,debit card,toys & games,1,27,New Jasonmouth,desktop,0,26,10,2024,4,3
68.81,PayPal,clothing,4,27,Larrymouth,tablet,0,119,16,2024,3,3
95.81,debit card,toys & games,2,51,Terrenceland,desktop,0,132,0,2024,3,26
20.21,credit card,home & garden,5,44,New Rodneyland,desktop,0,29,4,2024,1,23
315.39,PayPal,home & garden,3,25,South Nathan,mobile,0,99,8,2024,1,18
35.45,credit card,clothing,4,24,East Michael,desktop,0,89,22,2024,2,18
125.24,PayPal,clothing,2,23,New Isabella,tablet,0,70,10,2024,1,23
114.38,bank transfer,toys & games,3,24,Watkinsfort,mobile,0,214,6,2024,2,3
199.99,credit card,clothing,4,50,Mooreborough,tablet,0,42,12,2024,3,28
104.68,credit card,health & beauty,4,27,Kelleyland,desktop,0,364,0,2024,1,15
73.36,PayPal,electronics,1,49,West Chase,desktop,0,158,1,2024,3,20
90.12,PayPal,toys & games,3,30,Port Davidbury,tablet,0,294,4,2024,3,6
555.83,debit card,home & garden,3,44,Juarezville,tablet,0,316,23,2024,2,17
547.41,bank transfer,home & garden,2,36,South Jeffrey,tablet,0,302,16,2024,1,17
71.59,credit card,health & beauty,2,33,South Davidland,mobile,0,270,11,2024,3,25
72.08,bank transfer,health & beauty,1,36,Frankbury,mobile,0,215,21,2024,1,24
290.58,PayPal,home & garden,3,30,New Ericmouth,tablet,0,171,6,2024,3,23
190.79,credit card,toys & games,5,25,South Adam,tablet,0,65,10,2024,1,13
58.28,bank transfer,clothing,5,23,Blackstad,desktop,0,89,7,2024,2,21
143.95,debit card,health & beauty,1,36,Hooverchester,mobile,0,283,0,2024,1,24
811.49,debit card,toys & games,5,46,West Linda,mobile,0,281,18,2024,2,21
4046.9,bank transfer,clothing,5,20,New Christina,tablet,1,182,3,2024,4,5
237.6,debit card,health & beauty,2,30,Grayhaven,tablet,0,296,15,2024,2,15
131.15,PayPal,toys & games,4,46,New Kenneth,mobile,0,33,17,2024,2,15
157.38,debit card,electronics,2,32,East Nathanfort,mobile,0,192,8,2024,2,16
128.56,credit card,health & beauty,3,32,Lake Jose,mobile,0,134,20,2024,2,18
60.63,bank transfer,home & garden,4,27,East Brianland,desktop,0,165,17,2024,2,15
13.33,debit card,electronics,4,40,Lake Abigailmouth,tablet,0,6,13,2024,2,19
148.66,PayPal,electronics,5,28,Thomashaven,tablet,0,89,12,2024,1,9
186.49,PayPal,clothing,5,47,North Frankland,mobile,0,306,15,2024,1,28
382.49,PayPal,clothing,4,37,South Allenmouth,tablet,0,226,19,2024,1,29
66.1,bank transfer,toys & games,1,29,Danielshire,tablet,0,332,18,2024,3,22
635.3,credit card,clothing,1,42,Staceyland,tablet,0,260,13,2024,1,17
45.66,PayPal,clothing,3,40,Erinshire,desktop,0,159,14,2024,2,11
592.86,credit card,health & beauty,4,33,Port Jameshaven,desktop,0,250,15,2024,2,28
15.98,bank transfer,clothing,2,38,Gomezfort,desktop,0,109,16,2024,3,6
771.44,PayPal,electronics,3,24,New Alexandra,mobile,0,254,13,2024,1,8
551.79,bank transfer,health & beauty,1,10,Ashleyfort,tablet,0,265,19,2024,1,1
40.44,debit card,clothing,1,30,New Eric,tablet,0,311,0,2024,2,8
12.5,debit card,health & beauty,5,33,Wardville,desktop,0,214,20,2024,3,1
374.49,PayPal,electronics,3,33,Port Elizabeth,desktop,0,94,9,2024,2,28
73.69,credit card,toys & games,1,33,East Sharon,mobile,0,276,8,2024,3,24
327.38,credit card,toys & games,4,44,Lake Justinside,desktop,0,166,6,2024,1,3
623.71,PayPal,home & garden,4,10,North Adrianashire,mobile,0,203,1,2024,2,22
114.97,credit card,electronics,4,17,Lake Carol,desktop,0,167,23,2024,3,24
420.95,debit card,home & garden,4,36,New Christina,desktop,0,105,4,2024,1,12
1155.36,bank transfer,electronics,1,30,Lake Jonathanstad,desktop,0,228,10,2024,3,10
409.18,debit card,toys & games,3,22,Paynebury,desktop,0,16,6,2024,2,15
144.85,bank transfer,electronics,5,52,South Angela,mobile,0,133,8,2024,2,5
16.99,PayPal,clothing,3,30,Nealside,tablet,0,253,16,2024,3,8
497.08,bank transfer,electronics,2,32,North Savannah,mobile,0,320,7,2024,1,26
88.85,debit card,electronics,2,23,Sancheztown,mobile,0,302,20,2024,3,6
279.57,bank transfer,clothing,1,21,Samuelborough,mobile,0,300,3,2024,3,24
276.38,PayPal,health & beauty,4,43,New Carmenberg,desktop,0,108,15,2024,1,13
285.5,credit card,health & beauty,1,43,Ingramborough,desktop,0,196,4,2024,1,5
146.26,credit card,health & beauty,3,23,North Justinmouth,tablet,0,312,23,2024,1,16
43.83,PayPal,home & garden,3,23,Kathrynborough,desktop,0,257,14,2024,2,5
141.13,debit card,toys & games,4,41,Sheilafurt,desktop,0,348,15,2024,3,19
32.29,credit card,home & garden,1,24,South Benjaminside,desktop,0,118,4,2024,1,20
80.75,credit card,home & garden,4,15,Lindseyborough,desktop,0,88,6,2024,3,15
132.03,bank transfer,home & garden,5,35,New Maryview,tablet,0,198,8,2024,3,12
48.4,credit card,home & garden,4,44,Jeffreyton,desktop,0,62,21,2024,1,11
678.22,bank transfer,home & garden,5,29,New Courtneymouth,mobile,0,169,2,2024,3,12
116.15,debit card,health & beauty,1,23,West Nicholasville,tablet,0,355,14,2024,3,4
116.44,PayPal,toys & games,1,29,West Thomas,desktop,0,321,3,2024,3,15
72.12,bank transfer,clothing,3,45,South Robertmouth,desktop,0,232,12,2024,1,2
84.25,credit card,electronics,1,46,Lorihaven,mobile,0,158,12,2024,2,8
14.78,bank transfer,home & garden,1,37,Robertfort,desktop,0,113,8,2024,1,18
361.22,debit card,clothing,3,23,West Sharonhaven,mobile,0,190,5,2024,2,2
168.57,PayPal,home & garden,1,53,Dianemouth,desktop,0,362,7,2024,3,18
561.73,bank transfer,health & beauty,2,35,Charlesmouth,mobile,0,16,8,2024,1,29
623.85,credit card,home & garden,3,31,South Craigborough,mobile,0,69,20,2024,2,17
1220.02,credit card,home & garden,2,37,East Kennethmouth,mobile,0,339,5,2024,3,2
72.78,debit card,clothing,5,27,Huertaside,desktop,0,126,5,2024,3,12
394.91,PayPal,electronics,1,51,South Steven,mobile,0,198,9,2024,2,3
48.95,debit card,home & garden,3,32,Rodriguezport,tablet,0,199,0,2024,1,1
722.66,bank transfer,clothing,2,41,Rachelshire,desktop,0,275,23,2024,3,19
1020.74,bank transfer,clothing,1,43,East Theresafurt,desktop,0,333,12,2024,1,2
154.62,credit card,electronics,4,17,Robertton,desktop,0,156,9,2024,1,11
928.67,credit card,electronics,5,46,Rogertown,mobile,0,128,4,2024,3,6
21.37,PayPal,health & beauty,5,44,Solomonfort,tablet,0,171,6,2024,3,29
148.69,debit card,health & beauty,1,38,Lydiaside,mobile,0,213,20,2024,3,19
801.2,bank transfer,toys & games,5,29,Ashleyside,desktop,1,320,20,2024,2,12
467.34,PayPal,electronics,4,31,Wallaceton,desktop,0,88,15,2024,3,27
46.99,debit card,health & beauty,5,29,Cordovaton,desktop,0,144,18,2024,3,29
228.35,bank transfer,home & garden,3,39,Maryfurt,mobile,0,189,12,2024,1,24
59.82,bank transfer,electronics,4,28,Richardton,desktop,0,262,11,2024,1,12
245.46,PayPal,health & beauty,5,35,Kleinfurt,desktop,0,237,2,2024,2,20
321.25,credit card,toys & games,1,40,Poncefort,tablet,0,137,15,2024,2,27
226.18,credit card,clothing,4,20,West Barry,desktop,0,255,13,2024,2,28
405.81,debit card,electronics,1,26,Christinabury,mobile,0,363,6,2024,1,22
138.98,bank transfer,home & garden,5,28,Davisport,tablet,0,346,4,2024,4,1
77.95,credit card,toys & games,4,26,Port William,desktop,0,253,21,2024,2,17
374.43,credit card,clothing,5,34,Cunninghamport,tablet,0,257,9,2024,2,24
26.53,PayPal,toys & games,2,29,North Joseph,tablet,0,134,4,2024,2,24
86.5,debit card,home & garden,5,45,Shannonberg,desktop,0,52,7,2024,2,14
238.34,debit card,clothing,4,47,Owensfort,tablet,0,145,22,2024,1,9
211.39,credit card,home & garden,2,41,Brightfort,desktop,0,359,11,2024,1,2
28.2,PayPal,home & garden,2,24,New Brentfort,tablet,0,148,22,2024,1,29
18.56,PayPal,electronics,5,14,Kirkberg,mobile,0,140,4,2024,3,7
285.59,PayPal,health & beauty,2,44,Keithside,mobile,0,49,10,2024,1,31
598.01,PayPal,health & beauty,4,33,Mendozaton,tablet,0,230,5,2024,3,1
150.04,credit card,clothing,2,36,Ericborough,mobile,0,257,21,2024,2,27
126.06,credit card,health & beauty,5,28,Port Davidburgh,desktop,0,329,16,2024,2,5
29.28,bank transfer,clothing,5,27,Danielmouth,tablet,0,134,7,2024,1,2
362.92,credit card,clothing,5,39,Lesliehaven,tablet,0,182,10,2024,2,22
100.89,credit card,electronics,2,45,Lewistown,desktop,0,184,5,2024,3,3
214.55,credit card,toys & games,2,39,South Vanessaburgh,desktop,0,329,1,2024,1,23
165.15,debit card,toys & games,4,28,South Miguelbury,tablet,0,17,3,2024,3,8
87.16,bank transfer,clothing,3,27,Cherylmouth,mobile,0,205,6,2024,1,15
424.33,debit card,clothing,4,39,Amymouth,desktop,0,233,11,2024,1,21
23.17,debit card,electronics,1,25,Jessicahaven,mobile,0,114,13,2024,1,1
